labels,text
positive,程序 一种 什么样 说 设定 标准
positive,什么 叫 但愿 我超 正常
negative,拔云见 日 不好
negative,病 心理 有病
negative,踢 机器人 抠
negative,就 还 哀家
positive,根本 没 学到
positive,说 好看 电影 名
negative,弑神 宝贝 心悸 浪迹天涯 不如 早点 回家
positive,文静 怎么 说
negative,还来 源代码 女士 还 喜怒哀乐 好看
positive,所以 说 每个 人 欣赏 不 一样
negative,回 很 生气
positive,咱们 俩 谈恋爱 好 不
positive,防晒霜 真的 有用吗
positive,机器人 怎么 用 那个 好心人 能 告诉
negative,可是 想 玩电脑 委屈
negative,没用 该 做 已经 做
positive,喜欢 郭德纲 什么
positive,足球赛 博友 一级 看 得 大动脉
positive,把 费 省心
positive,客服 问 教育 答 答 悉心 听君 指教
positive,重点 哪个 不
positive,和平 要 吉璐
positive,叫好 小 拧
negative,这 机器人 真的 好 讨厌
negative,哭哭啼啼 手机 那边 尽善尽美
positive,喜欢 上 他 妹妹
negative,群里 机械 大神
negative,妈 被 凤姐 非礼
positive,那 什么 时候 发育 成熟 呢
negative,歌词 本兮 送给 一些 无聊 人
negative,那 张宾市 喧嚣 交错 号
positive,爸妈 只在乎 哥哥 嫂子
negative,好烦 哦 为什么 老是 为了 别人 不理
positive,郑州市 区 好玩 地方
negative,悲剧 关 鸟事
positive,好好 说话 多好
negative,大哥 到底 看上 哪里 改 还 不行
negative,烟客 很 无聊
positive,五一 七看 门诊 中心 慢慢 拖
positive,今天 真的 好 热
positive,陕西省 渭南市 亿景望 湖 快捷酒店
positive,御待司 子 曰 便民服务 什么
negative,开始 骂娘 咯
negative,难过 也 要 把 工资 要 回来
positive,很 好笑 还有 别的
positive,有赞 必回 求 主动 赞 没 回到 扣
negative,人头 不 对 马嘴
negative,此刻 感到 很 孤独
negative,就 个 垃圾 哦
positive,给 我举 几个 水 物理变化 化学变化
negative,别 害羞 也 不要 解释 懂 就行了
positive,什么 叫 愿意 陪 一起 谈天说地 喔
positive,机器人 会 爱 上 别人 不
positive,再 好好 想一想
negative,那 如何 委屈 接受
negative,心里 难受 还 不让 哭
positive,带去 吃 好吃
positive,亲爱 也好 高兴 认识
negative,傻 逼 去死吧
negative,你别 听 无情
negative,配对 衣草 薄情
negative,觉得 这个 群 越来越 没意思
positive,爸 李刚 洗洗 更 健康
negative,可是 生气 怎么办
positive,一个 女朋友 得 男 喜欢 怎么 看
negative,沒 一種 很 不 舒服 感覺
positive,祝 一天 快乐
positive,哥 给 介绍 美女 机器人
negative,那 可怜 可怜 吧
positive,网上 搜索 讲 好玩 好 吧
negative,精灵 脑残 怎么 治
negative,神经 哦 什么 回答
negative,有时候 都 嫌弃 自己 傻 逼
negative,不是 我 不 喜欢 和 你 聊天
negative,哦 不 对 机器 妖 唉
positive,虎子 嫁给 乐意
positive,但 实际 情况
positive,大富 价格 比较 合理
positive,他 喜欢 秀 明白
positive,王子 咖啡 优惠券
negative,好 冷 哈哈 那 恐怖 鬼故事 呢
negative,哪里 会 轻易 许 太 骄傲
negative,发 不 对
negative,哦 不好意思 见笑 俺 村里人 木 见过世面
positive,想念 一个 人 可是 要 一个月 后 才能 见到 她
positive,大连 奶酪 开房 比较 便宜
positive,以 跌倒 也 一道 绚丽 风景 为 题写 一篇 作文
positive,如果 爱 一个 人 愿意 让给 别人
negative,浪荡 帅 不
positive,多少 和谐 哟
negative,为什么 一次 又 一次 容忍 换来 只是 一次 又 一次 失望 呢
positive,搞清楚 唉 谁 依赖
positive,可 都 拒绝
positive,行 只要 开心
negative,机器人 要 孤独
negative,恨 一个 人 怎么 做
positive,晚哉 大 成人 幼儿 便宜
negative,被 无视 后 只能 寻找 师傅 一起
positive,关心 一下 能 死
positive,京夜 还 欠 一顿 好吃 呢
negative,会 害羞 来张 照片 看看
negative,菜 不 礼貌 童话
positive,改 逍遥 伸入
negative,那样 会 跟 无聊
negative,怎么 不 容易
positive,早已 省 安全 全 个 去
positive,买 给 优惠 不小 哥
negative,哈哈 现在 可是 抓 着 规律 问 一些 淫秽 问题 都 不会 说
positive,只要 赞 必回
negative,真 黑 仔要 听 故事
negative,八卦 一下 都 不行
positive,这么 大 喜欢 叫 姐姐
positive,机人 晚上 好
negative,明天 麻烦 应该 要 花痴 才 对
negative,问 个 脑残 肯定 没用
negative,狠心 我发 不 过去
negative,珍珠 想 非礼 麽
positive,刚 进群 朋友 上 视频 认识一下 给 修 改 马甲 谢谢
positive,谢谢 用 尊称 就 该 这样
negative,咱们 都 可怜 人 要 相互 安慰
positive,金瓶梅 好看 不小 欣 看过 没
positive,给 来首 优美 唐诗
negative,流泪 不要 说 这句 话
negative,看吧 刚才 又 没理
positive,星球 地球 喜欢 哪个
positive,亲爱 滴 昨晚 我们 聊得 很 开心
negative,哪个 城市 不闻不问 家里
positive,感觉 也 喜欢 哦
negative,对 包子 无语
negative,拿 起 不 好看
positive,好好 好好 爱好
positive,请 小心 谢谢 查 联想
negative,不 对 靓女
positive,这 就 对 文化 人
negative,一个 混蛋 方便 上来 认识 下 嘛
positive,小坏 眼泪 廉价 对
negative,哦 亲 失恋
negative,我刚 听 一首歌 很 悲伤
negative,小梦 心情 不好
negative,抄 作业 骂人
negative,娇气 是不是 尿床
positive,那么 美女 做 女朋友 吧
positive,哎 来个 好玩
positive,说 哪里 好玩 地方
negative,大哥 说 他 好烦
negative,累 也 不行
negative,为什么 总是 学习 学 不好 郁闷
positive,狗狗 好玩 吧
negative,一天到晚 都 无聊 要死
positive,名 侦探 柯南 好看 集数
negative,按 他 说 无视 队友 开 剃
positive,客气 毛线 都 一家人
negative,心情 不好 唱首歌 听 吧
negative,再 一个 再个 不好 笑
positive,贱婢 才 喜欢 画画 呢
positive,叫 紫 月 很 高兴 认识 小
negative,爷 手头紧 给钱
positive,能 讲个 稍微 好笑 点
positive,希望 如此 吧 时间 不早了 晚安 吧 小 真 好
positive,其实 只 喜欢 胖子
positive,语言 很 文明
positive,吃饭 你们 继续 开心
positive,实话 告诉 美女
negative,你妹 就 忽悠 继续 忽悠 接着 忽悠
positive,蓝 喜欢 谁
positive,他 去 一个 好玩 群
positive,谢 部 开心
negative,无聊 收瓶 瓶 走
negative,感觉 上 幼稚园
positive,谢谢 娟 晚上 回去 登录
negative,但 悲剧 还要 上班
negative,一个 人好 无聊 陪 聊聊天 吧
positive,呵呵 精神 值得 表扬
positive,那 天天 在线 什么 奖励
negative,那样 太 浪费
positive,此刻 什么 连续剧 好看
positive,查 所有 功能
negative,私聊 机器人 反感
positive,儿子 说话 先想 清楚
positive,卧槽 劳资 问 句 话 必要 这样
positive,喜欢 什么 牌子 套套
negative,不 说 姐姐 还要 上课 得 拉
positive,中国 强悍 周遍 国家 各个 都 敢 扣 中国 渔船 中国 强大
negative,怎么 知道 傻 逼 骂人
negative,为了 什么 惹人讨厌
positive,通过 总理 谁
positive,说 那 短信 可能 晚 一点点
positive,和平村 坏坏 给 改 自贡 迈
positive,怎么 这么 客气 哦
positive,正 因为 喜欢 他 所以 选择 放开 他 给 他 想要 自由
negative,但是 他 每次 都 仗 着 对 他 关心 无理取闹
negative,怎么 能 涵养 骂人
negative,加 就 后悔
negative,抱歉 什么 呢
negative,无聊 谁 好看 电影 推荐 推荐
positive,不错 比 豌豆荚 吧 聪明
negative,就 为难 怎么 地 妞 给爷 笑 个
negative,装纯 比 卖身 更 可耻 阿
negative,集合 考核办法 超级 恐怖 女孩 刹 不能 开具 出口 加快
positive,世界 上 最 感动 三句话
positive,自行车 按时 地方 工会 就 哭
negative,朋友 失恋 我该 怎么 安慰
positive,觉得 对 管理 绝对 忠诚
positive,怎么 会 不难 不会 学 怎么办
positive,事业 上 最 幸福 事 什么
positive,观看 关注 天气
positive,客气 啥 应该
positive,就 这 样子 还 成熟 笑死人
negative,见 过 表示 异常
positive,现在 依然 单身
negative,非 健康 垃圾
positive,认识 杜 明朗
positive,莫 小康 可真帅
negative,如何 挽回 伤心 女友
negative,骗 鬼 吧 声音 难听 死
negative,一个 极度 令人作呕 人
negative,语言 理解能力 好 失败
positive,小惜 喜欢 你行 不
positive,哈哈大笑 怎么 猜
negative,男人 怎么 这么 狠心
positive,上海 最 喜欢 哪里
positive,那 过来 给 看看 照片 这么 漂亮
positive,满足 满足 什么
positive,那 脱光 床上 等 拿 着 避孕套
positive,全球 好听 音乐榜 前 名
negative,得 说 下去 要 生气
positive,积极 如意 领
positive,才能 得到 满意
negative,怎 不 方便
positive,爱恋 尸 希望 自己 男孩子 还是 女孩子
positive,嫂子 回敬 一个
negative,那多 不 舒服
positive,呵呵 看样子 还 挺不错 鼓励 一下
positive,争取 什么 必要
positive,安宁 男 女
negative,伤感 时候 干嘛
positive,湖南 哪 最 好玩
positive,哎 哎 谢谢 晚安
positive,玩 很 有意思 嘛
positive,赞 被 封 大家 帮忙 赞 一下 解封 必回
negative,不 应该 妹妹
positive,那 谢谢 不是故意
negative,好 非常 好 现在 就 去 死
negative,错误 时候 等于
negative,不行 竞争 太 激烈 压力 太大
positive,现在 什么 手机 好看
negative,别学 别用 活到老 学到老 来 做 借口
positive,找 一首 歌唱 一下
negative,吓 跳 有病
positive,华为 官网 白号 死 号 大量 批发 需要 老板 私聊 个 起批
positive,谁 喜欢
positive,中国 航天员 中心
positive,完美 世界 小说 全篇
negative,唉 没意思 去 玩 刀 塔 传奇
negative,孔子 被 甩 得 更 可怜
positive,死 我会 哈哈大笑
negative,愤怒 说得来 光辐射 帝国 赛力散 大概
positive,但 依然 想
positive,就 安静 那
negative,小班 不好 带
negative,不 聊 很 烦人
positive,七叔 恭喜 就 够
positive,阿拉丁 香港 台湾人 民主 义务 实在 这个 人民 主义
positive,小嘉是 美女 麽
positive,说 个 好笑 不是 人
positive,这 机器人 还 忙 搞笑 安定
negative,我来 帮 排忧解难
positive,女孩 说 自己 美女
positive,点击 这个 头像 赞 更 精彩
negative,我要 看 色情片
negative,这个 狗 逼 骗子
negative,那 骄傲 哈哈哈
positive,喜欢 一个 男孩子 四年
negative,明天 就要 期末考 可心 却 还 混乱 中
positive,七仔 零件 能 干嘛
negative,三本 真的 神经
negative,他 说 才 病 呢
positive,叫 小 兔崽子 比较 合适
negative,谁 帮 设置 城市 为 意大利 足协 啦 病
negative,机械 人 要面子
positive,花爷 喜爱 游戏
positive,深圳 那里 好吃 潮汕 味
positive,广州 信誉 最好 旅行社
positive,太 好笑 少年
positive,跟 说话 好 有趣
positive,歌词 穿越 火线 大笑 江湖
negative,神经病 一点 也 不好玩
negative,女仆 哪里 笨手笨脚
positive,看来 还有 希望
positive,喜欢 听 怎样 歌
positive,嗯 嗯 闷骚 好吃
positive,最新 动态 什么
positive,世界 上 一般 几个 美女 帅哥
positive,如何 哄 女人 开心
negative,变 聪明 饿
positive,真心 退出 该群
positive,守候 这个 坏人 就 知道 聊天 也 不顾 我们
positive,秒 能 最 快乐
positive,求个 破 安全 高手 红包 私密 菜鸟 勿扰
negative,他们 说 发型 不 好看
positive,恩 嗯 好 吧 谢谢
negative,外国 机器人 鄙视
negative,楼上 叫 去 死
positive,也 喜欢 吃 草莓
negative,机器人 主人 无聊
positive,机器人 变 大方 哈哈
negative,个 烦恼 能 说
positive,那 那么 喜欢 女朋友
positive,个 小丑
positive,这是 活着 愉悦 品味
positive,当心 被 踢
positive,小猪 知道 咱弄 谢谢 指导
positive,一种 突然 缺乏 安全感
positive,只 喜欢 一部分 鱼
positive,宁晋 开心 专属 群
negative,失恋 原来 她 不 爱
negative,好不容易 请来 大神 你别 可憎
negative,车票 现在 不好 弄
negative,那个 太 小儿科
negative,天 这么 蓝 水 这么 清 世界 这么 美好 什么 难过
positive,大 小猪 喜欢 吃 香蕉 棒棒
positive,哥 好好 聊会
negative,哎呀呀 以前 说 去 屎 就 说 不 文明 现在 怎么
negative,这种 人真 讨厌
positive,给 十万个 为什 可能 都 知道 哦
positive,芒果 机器人 喜欢 看 爸爸 去 哪儿
positive,那 过生日 时候 也 祝你快乐
negative,孤独 浪子 你好
negative,世界 虚伪 还是 人 贪婪
negative,哦 听 不 对
negative,神经病 不 明显
positive,真 有意思 他 聊 什么 天 呢
negative,看 哭 这么 难听 份 上 给 送 朵花
positive,那 就 找个 美女 出来 聊聊天
positive,觉得 说话 很 有意思 不过 没 听懂
negative,只有 它会 说鬼话
negative,看着 爱 人 幸福 就 会 幸福 那 如果 不 幸福 呢
negative,呵呵 那 也 会 骗人
positive,番禺 微笑 那么 厉害
negative,爸爸妈妈 爷爷奶奶 哥哥
positive,铭心 喜欢 知道
positive,小姑娘 有钱 没
negative,那 又 说 悲剧
positive,明天 繁华 都 呵呵
negative,换 前缀 有病
positive,真的 希望 时间 倒流
negative,现在 这个 不好玩
positive,又 这个 销魂 声音
negative,伤心 干 毛线 事
negative,惹 好 朋友 生气 怎么办
positive,一口 咬掉 牛尾巴 什么 字
negative,不服 打残 你 快 认错
positive,也 成熟 点好
positive,第六感 杰士邦 杜蕾斯 喜欢 哪个
negative,那 只能 跟 自己 过不去 人
negative,喜欢 人 不要 他 抛弃
positive,聪明人 不 需要 我点 透 吧
negative,心情 有点 不好 呢
positive,愿意 越级 擢升
negative,异能 红颜 不仁中 煤 美丽
positive,完全 就是 单刷党
negative,那个 谁 别发 那些 没用
positive,所以 要 弄清楚 女人 喜欢 怎样 高潮
positive,首长 唱歌 非常 好听
negative,还 小 呢 不当 哥哥
positive,查 狼 美女 歌词
negative,嗯 嗯 一路顺风 呼呼 师傅 失踪 晕死
positive,问问 我素颜 阿姨 同意 不
negative,讨厌 这样 傻 逼
negative,还 叫 喜欢 不 毛病
positive,叫 高 可心 记住 名字
positive,小 好 什么 幸福
positive,呵呵 为何 要 关注 天气
positive,再次 谢谢 帮助
positive,爱里 连 真心 都 没有
negative,你好 机械 话
negative,惊讶 事情 天天 发生
negative,跟 对话 真 无聊
positive,哪些 好吃 呢
negative,好 孤独 没人 爱
negative,智能 机器人 小 神经病
positive,嗯 嗯 要 感谢
positive,伊利 蒙牛 光明 益益 哪 种 牛奶 最好 营养 最高
positive,小 蛋黄 最 可爱
positive,小 清晰 说 菊花 味道
positive,芙蓉 糕 好 美味
negative,难得糊涂 得 收敛 点
positive,说 赞美 小 欣欣 的话
positive,问 下 那个 于浩和冬儿 可能 个 武魂 生出 融合 技不
negative,那 就 参加 不 文明 号码
positive,这 机器 太强大
positive,还 聪明 真 丢人
positive,好 不 难过 小 我们 朋友 对 吧
negative,神经病 骂 撒
negative,我们 说 不过 算你狠
negative,你们 这些 愚蠢 人类
positive,喜欢 身材 好点 呢
negative,别 那多 难受 哈哈
negative,一个 低沉 机器人
positive,城南 去 高明 车站
negative,又 那 麽 不好 又 不 改 能 如何
positive,给 起 几个 网名 好听
negative,回答 错 我要 投诉
positive,谢谢 朋友 花
negative,骗子 根本 就 没有
positive,囍 伴郎 人生 赞 林子 派对
positive,快 人道主义 对话 气氛 今天 事 就 不 吵 出去 查房 点 次
positive,妞妞 喜欢 大海
negative,垃圾 既然 搞 活动 还 弄 这么 多 规则 生来
negative,以为 笨笨 木头 呢 谢谢
negative,现在 不 成功 要 怎么 怎么 走
positive,谦虚 这 叫 贱
positive,大家 继续 玩吧 祝 大家 玩得 开心 去 休息
positive,喜欢 合 聊天
positive,呵呵 你好 可爱 机器人
negative,网络 不好 还是
positive,为什么 人家 男朋友 都 那么 帅 那么 有钱
positive,你家 老板娘 漂亮
positive,正如 悄悄的 来
positive,需要 帮助 一下 群友 给 他们 带 去 快乐
negative,真的 很 差劲 好
positive,中国 最 好吃 什么
negative,看 这么 可怜 能 不要
positive,赞 蚊子 姐姐
negative,干嘛 要 讨厌
positive,认识 帅哥美女 没
negative,什么 人 不好
positive,潇洒 改 马甲 为 新 学员 潇洒
positive,怎样 她 喜欢 上倪
negative,靠 愚昧 男是 女
positive,有心 去 跳
positive,除了 喜欢 还 喜欢 其他人
positive,大哥 进 便宜 多少 平方米
positive,真的 长得 很漂亮
negative,它 不好 笑
negative,把 心切 成 块 切成 丝 撒点 胡椒粉 炒 炒 吃 吃
positive,赞 已 回 沒赞 速赞 一个 有赞 必回
positive,放弃 你好 恭喜 现在 上慰 请 自己 改 一下 马甲
negative,谢 伤心 四季
positive,真 可爱 好好 喜欢 哦
negative,凌香 不好玩 都 不理 人
positive,估计 羡慕 爬 得 高 可以 包 情人 吧
positive,老婆 会 吃醋 不
positive,谈恋爱 不用 去 公安局
positive,金玉 包着 烂 木头 而已
positive,都 说 好几回
negative,可怜 孩子 哭 那么 伤心
negative,咔咕 好烦 哦
negative,歌曲 别 害怕 歌曲
negative,吃 猪 猪 吃屎 这个 本来 不 合格 还 吃
positive,把 头像 上 美女 吃 吧
positive,老实 说 刚才 去 那 啦
positive,表妹 喜欢 谁
positive,何秋 亿 好听
negative,空调 太闷 不好
positive,出 问题 讲 鬼故事 死活 不 讲
positive,就 喜欢 这个 书记 白白胖胖 脸 我服
negative,晚上 休息 不好 怎么办
negative,姐姐 无 语
positive,很 可能 假
positive,想 知道 女生 都 喜欢 什么
positive,愿意 搞 所以 开心
positive,乘兴 约束 衢县 多谢
positive,那 告诉 彭州 什么 小吃 好吃
negative,什么样 节奏 摇摆
positive,怎么 变得 聪明
negative,真 不行 原则 问题
negative,机器人 还会 无聊
positive,他 问 喜欢 谁
positive,机器人 恢复正常 吧
negative,好 吧 理解能力 太 差
positive,老公 姓达 请 帮 儿子 取个 好听 名字
positive,那 可是 一直 喜欢 人 就是 他 一个 人
positive,闹 清真 着
positive,都 开心 就 不 告诉 老板
positive,我要 开心 公寓
positive,喜欢 忙碌 感觉
negative,想 用 方式 说 这样 太慢
negative,那天 心情 不好 给 我会 要 不
negative,比一比 义正词严 咖喱
positive,祝 今天 开心 快乐
positive,月 月 赞
negative,真睡 没意思 下次 不 找 玩儿 拜拜
negative,行 一会 别人 会 看 得 不耐烦 别 刷屏
negative,这个 垃圾 死
positive,赞 秒 内 回
negative,回答 很 人 失望 哦
positive,应该 会 同意
positive,换 个别 还 能 干嘛
positive,想 看看 什么样 人 喜欢
positive,主席 说 喜欢
negative,寂寞 空虚 冷 唉
positive,这个 群玩 好开心
positive,幸福 花 狐狸 多少 点 那里
positive,喜欢 大 一手 抓不住 俩手 唔 不 过来
positive,想 跟 对象 分 怎么 说好 呢
positive,嗯 嗯 我们 一起 哈哈
negative,对 这种 人 无 语
positive,看 我家 小 怪兽 多 可爱
negative,拜拜 不 说
positive,依依 能 给 我点 嘛
positive,唉 终于 为 刘翔 松 一口气
negative,好 讨厌 他 每天 去 玩
positive,一个 强悍 机器人
negative,说句话 好 咋 这么 没用 呢
negative,呃 傻 吧 怎么 会 喜欢
positive,可 更 好奇 什么 说实话
positive,精灵 路 并且 睡觉
positive,美女 上床 怎么样 行 不
positive,这 他 妈 就是 比 百度 好用
negative,东港 忏悔 惯 约法三章 平调
positive,群主 可以 叫 美女 把 衣服 脱
positive,美女 哪 叫 啥 名字
negative,粗来 凹凸 曼
positive,最最 最 主要 那里 麽
positive,给 当下 管理员 呗 好 好玩
negative,那些 印都 要 万 还要 怨恨
positive,哈哈哈 骗 依然 爱
positive,躺 着 好 舒服
positive,那发 几个 美女 图片 呢
positive,高兴 找到 婆娘
positive,更 谦虚 啦 表情 得意
negative,天平座 天平座 拍拖 合 不 合适
positive,看 美女 赶紧 来
positive,对付 当 吧 明天 可能 还 改 呢
positive,说 找个 老实人 结婚
negative,我妈 好 啰嗦
positive,可以 上台 美女
negative,可是 一笑 就 说 这 敷衍 笑
positive,许程 淦 贱 家
positive,那 比 幸福 因为 爸爸妈妈 还有 哥哥 嫂子
positive,自己 打 飞机 就 舒服
positive,目前 市面上 最 受欢迎
positive,刷 淘宝 左右 一个 诚信 来 在线 有效
positive,介绍 最 喜欢 英语老师 英语 作文
negative,无聊 现在 什么 好看
negative,果然 忽悠 人
negative,丫头 这 第二次 警告 再有 一次 就 会 悲剧
negative,哥无语 还有 这样 傻 机器人
positive,觉得 爱上你 乐呵呵 他帅
positive,喜欢 米 下来
negative,好 无聊 感觉 活着 就是 受罪
negative,算 不 说 气死我了
positive,楼上 很 聪明
negative,错 我要 投诉
negative,不好意思 那天 没有
positive,为什么 很多 人 说 单纯
negative,就是 爱草 你妹 才 会 变得 这么 下流
negative,此时 想 说 他 比 更 木讷
positive,恩 呢 谢谢 也好
positive,想念 他们 呵护
positive,箐 箐 喜欢 哥
positive,汗 有钱 不
negative,本来 那药 就 没用 滴
negative,日本 人有 什么 缺德
positive,问号 怪滋 开心 两个 臭 女人
positive,美丽 什么 一共 阿黛尔 歌曲
positive,免 踢 快乐 不是 上班
positive,现在 凌晨 点 看 天气 必要
negative,真的 很 讨厌 他
negative,他 不 正常 訴 無盡 思念
negative,最近 有人 欺负 心里 好 难过
positive,聪明人 能 思考 无 脑袋 生物
positive,按时 大哈 时间 的话 开始
positive,现在 王子 这边 单子 谢谢 再
negative,就 怀疑 怎么 生气 嘛
positive,熟悉 玩 鸡鸡 人
negative,白白 表情 鄙视
negative,去 妹 劳资 说话 敢 走神
negative,要 庆祝 也 不 庆祝
positive,乐园 比例 大量 需要
positive,说 吃 优秀 啥
negative,一到 四大美女 麻烦
positive,个 朋友 也 很 喜欢
positive,骚骚 年少 很 懂事
negative,其实 唉 还是 聊着 麻烦
positive,谢谢 出现 给 带来 一段 美好 回忆
negative,穿 情趣内衣 很 风骚
positive,嗯 真 有趣
positive,有种 不要 复制
positive,好像 很 开心 呢
negative,被 知道 都 不好意思
negative,这 几天 很 郁闷 心情 很 不好
positive,温柔 亲热 哇
positive,舒服 就 叫
positive,靠 这 机器人 效率 真高
positive,自己 在乎 在乎 自己 人 如果 咋 选
positive,模仿 别人 有意思
negative,妹妹 搞 半天 才 知道 格式 错误
negative,哪个 贱货 搞 这个 自动 喊话 妈 气死人
negative,不 瞎聊 吃 早餐 去 拜拜
positive,那些 部分 比较 好看
negative,才 奖 一个 太小 气 吧
negative,怎么 伤感 起来
positive,看着 心情 特 舒畅
negative,玩笑 算 欺骗
negative,今天天气 一点 都 不好
negative,最近 想 减肥 不 成功 烦
negative,说 起来 很 容易 可是 做 起来 却 很 难 真 郁闷 自己
positive,吾 已 搞 好玩 蹴鞠 游戏 叫做 逗瓜
positive,喜欢 猴哥 不
negative,心碎 骷髅 喷血
positive,人 为什么 强烈 依恋 亲近 向往
positive,说 嘛 怎么 成熟
positive,发个 美女 给 看看 可以
negative,冰冷 说 要 下去 都 不 给 力
positive,妖娆 等待 上来 坐
positive,那么 多 排场
positive,愿意 负责 哦
negative,本来 就是 错误 婚姻
positive,这么 可爱 就 骂 一个 嘛
negative,俩 人 病
positive,对于 取消 中学生 早晚 辅导 是否 赞同
positive,有服 待遇 最好
positive,这群 能 干吗
negative,我色 我家 蛋蛋 不行
negative,他 聊天 他 很 无聊
negative,发烧 浑身 都 疼 还 没劲
positive,考试 时候 你老 有用
positive,小 看 群里 有个 大美女 她 美
positive,江西省 比较 好玩 地方
negative,女朋友 不 愿意 做爱 怎么办
positive,小秘 和 你 聊天 开心 啦
positive,威海 大海 美丽
negative,说不出来 就 不 跟 玩
negative,吵死 人 大清早 不 好好 睡觉 干嘛
negative,因为 每天 都 很 无聊 不 知道 做 什么
negative,茶 降火 哀乐
negative,不行 没 装备
negative,玩 几天 就 觉得 不好玩
negative,个 不负责任 机器人 知道
positive,文明 证给 拿 出来
positive,想要 一个 完美 爱人
positive,有意思 这样 我们 五号 聊天
negative,去 面壁 吧 就是 一个 标准 饭桶 连师父 也 不 叫
negative,比 还 狰狞
negative,心 真的 觉得 好 堵 难道 涵养 还 不够
negative,觉得 自己 活 很 糟糕
positive,昨晚 得 床上 技术 现在 想想 都 有点 小 激动
negative,不好意思 才 好
positive,可能 就是 鬼 吧
negative,靠 难道 不好 笑
positive,军绿色 守望 请 改 名片
negative,不 愿意 回答 我会 不 高兴
negative,他妈的 跟 机器 神马 好聊
positive,难道 已经 对 动情
positive,可是 喜欢 上 别人
positive,喜欢 吃 下 面
positive,女人 一辈子 一定 要 一个 喜欢 女人 得 女人
negative,不快 怎么 可以 会 机器 呢
positive,你好 牛 逼 好 崇拜
positive,嗯 好 端午 快乐
negative,只 说 不行
negative,不容 姐姐 谁
positive,魏晨 判作 海罗长 得 像 什 麽 管用 不
negative,讲个 笑话 都 不好 笑
positive,想要 一个 好听 网名 能 不能 帮 想个
positive,基友 你好 便宜
positive,听听 吧 也 会 开心
positive,赞 就 等于 赞 自己 求赞 求 突破
positive,比如说 老三 什么 好玩
positive,别 逼 用 快捷键 粘贴
negative,光荣 艰巨 任务 交给
positive,自由 多么 美好 事
negative,一来 就 看见 绿毛龟 骂人 什么 情况
negative,说 肯定 不好玩
positive,因为 可以 受到 万人 瞩目 争光
positive,换 一个 好听 点
negative,看到 头像 就 想 问 这种 下流 问题
negative,太 无聊 美女 被 禁映 发现 没有
positive,推荐 几部 电影 好看
positive,为什么 字体 变来变去 希望 黑色
negative,那 所 公司 毒辣
positive,语嫣 好 可爱
positive,很 快乐 这歌 也 很 好听
positive,谁 叫 高雅
positive,周至 现在 啥 天气
negative,妈 把 菊花 戳 爆 再说
positive,泳装 美女 图片
negative,每个 班 都 一个 内心 猥琐 外表 更 猥琐 体育 委员 同意 转
negative,滚 姐姐 心情 不好
negative,深圳 找 工作 难
positive,爱上你 妹妹 怎么办
positive,哦 任务 重大
positive,帮 向 快乐 家族 问声 好
positive,有心 者 赞赞 谢谢
positive,小崽子 蛮 可爱
negative,窝囊废 马上 安静 道路 呢
negative,妈 来 个 笑话
positive,谁 那么 珍贵 呢 五十 一个月
positive,嗯 自 動 鉆 孔 好 用 之前 一個 模具 鉆 千 多孔 超 讚
negative,吹 吹 哒 哒 可 就 不好 昂 真正
positive,要 补血 依依 锅
positive,美美 求 美女 照片
negative,哎呀 呸 现在 还 不 愿意 呢
negative,蛋疼 无聊 煞笔
positive,小 完美 男孩子 还是 女孩子
positive,平和 正兴 学校
positive,说 介绍 一下 美女 给 要 不要
positive,打开 爱 上海
positive,为了 适应 哪些地方 好玩 呢
negative,梁静茹 可惜 不是
positive,嗯 来部 好看 滴 小说 不要 说 不会
positive,工会 给 标准
positive,我加 吧 勤劳致富
negative,因为 坚持 要 八九千 不 愿意 继续 降价
negative,女孩子 比较 害羞
negative,说 不 和谐 就 不 和谐
negative,好 不 扯淡
positive,第一名 奖励 三个 月 蓝 钻
negative,赶快 系统 错乱 吧
positive,改名 美女 群主 微微
positive,空间 两条 说 说 更新 需要 支持 一赞 评论 需要 私密 谢谢
positive,昨晚 吃 一桶 泡面 一杯 可乐 一个 人过 一个 年
negative,好 无聊 讲 几个 笑话 呗
negative,怎样 会 伤心
positive,这 赛季 可能 别 走 我会 想
negative,小 机器人 空虚 寂寞 冷
positive,要 学着 成熟
positive,还有 好多 纯粹 潜水 不 说话
positive,世界 真 奇妙 还有 止血药
positive,看 激动 字 都 不会 打
positive,文 作文 生活 需要 微笑 把 文字 复制 下来 发给
positive,来个 好玩 人
negative,没 礼貌 说 早上好 呢
negative,讨厌 老婆 怎么办
negative,去 死 把 受不了
negative,为什么 要 夜班 好 痛苦
positive,兄弟 有福同享 有难同当 有泪 同 哭
positive,这才 象话 嘛
positive,安全 过 马路
positive,查查 广州 去 大连 最 便宜 机票
positive,谁 说 最 干净
positive,草哥 唱的歌 都 好听
negative,哎 机器人 没劲 有人 告诉
negative,为 说笑话 吧 好 难过
positive,找个 温柔 女朋友
positive,就要 学会 感谢
negative,谈 男朋友 爸妈 不 同意 怎么办 呢
positive,哇塞 我 说 你 没有 小欧 好
positive,封赞 解赞 必回
positive,又 省钱 又 坚挺
positive,很多 好吃 来 我家 吧
negative,跟 神经 私
positive,唔 看来 效果
positive,只是 想 说 我变 嘻嘻哈哈 会 不会 不 被 人 在乎
negative,老婆 今晚 天没理
